"Names","Team","Season","Active_Inactive","Week","Game_Designation","Injury_Type"
"Thomas Fletcher","Carolina Panthers","2021","Out",8,"Injured Reserve","None"
"Stephon Gilmore","Carolina Panthers","2021","Active",8,"Healthy","None"
"Zane Gonzalez","Carolina Panthers","2021","Active",8,"Healthy","None"
"Yetur Gross-Matos","Carolina Panthers","2021","Active",8,"Healthy","None"
"Myles Hartsfield","Carolina Panthers","2021","Active",8,"Healthy","None"
"C.J. Henderson","Carolina Panthers","2021","Out",8,"Questionable"," Shoulder"
"Jaycee Horn","Carolina Panthers","2021","Out",8,"Injured Reserve","None"
"Phil Hoskins","Carolina Panthers","2021","Active",8,"Healthy","None"
"Donte Jackson","Carolina Panthers","2021","Active",8,"Healthy","None"
"Darryl Johnson","Carolina Panthers","2021","Out",8,"Injured Reserve","None"
"Michael Jordan","Carolina Panthers","2021","Active",8,"Healthy","None"
"Frankie Luvu","Carolina Panthers","2021","Active",8,"Healthy","None"
"Terrace Marshall Jr.","Carolina Panthers","2021","Out",8,"Out"," Concussion"
"Christian McCaffrey","Carolina Panthers","2021","Active",8,"Healthy","None"
"Rashaan Melvin","Carolina Panthers","2021","Active",8,"Healthy","None"
"John Miller","Carolina Panthers","2021","Out",8,"Injured Reserve","None"
"D.J. Moore","Carolina Panthers","2021","Active",8,"Healthy","None"
"Daviyon Nixon","Carolina Panthers","2021","Out",8,"Injured Reserve","None"
"Matt Paradis","Carolina Panthers","2021","Active",8,"Healthy","None"
"Aaron Parker","Carolina Panthers","2021","Active",8,"Healthy","None"
"Troy Pride Jr.","Carolina Panthers","2021","Out",8,"Injured Reserve","None"
"Giovanni Ricci","Carolina Panthers","2021","Active",8,"Healthy","None"
"Shi Smith","Carolina Panthers","2021","Active",8,"Healthy","None"
"Stantley Thomas-Oliver","Carolina Panthers","2021","Active",8,"Healthy","None"
"Shaq Thompson","Carolina Panthers","2021","Active",8,"Questionable"," Foot"
"Brandon Zylstra","Carolina Panthers","2021","Out",8,"Injured Reserve","None"
"Chosen Anderson","Carolina Panthers","2021","Active",9,"Healthy","None"
"A.J. Bouye","Carolina Panthers","2021","Active",9,"Healthy","None"
"Deonte Brown","Carolina Panthers","2021","Out",9,"Injured Reserve","None"
"Derrick Brown","Carolina Panthers","2021","Active",9,"Healthy","None"
"Brian Burns","Carolina Panthers","2021","Active",9,"Healthy","None"
"Juston Burris","Carolina Panthers","2021","Active",9,"Healthy","None"
"Jermaine Carter Jr.","Carolina Panthers","2021","Active",9,"Healthy","None"
"Sean Chandler","Carolina Panthers","2021","Active",9,"Healthy","None"
"Joseph Charlton","Carolina Panthers","2021","Out",9,"Injured Reserve","None"
"Sam Darnold","Carolina Panthers","2021","Active",9,"Questionable"," Concussion"
"Pat Elflein","Carolina Panthers","2021","Out",9,"Questionable"," Hamstring"
"Alex Erickson","Carolina Panthers","2021","Active",9,"Healthy","None"
"Cameron Erving","Carolina Panthers","2021","Active",9,"Healthy","None"
"Thomas Fletcher","Carolina Panthers","2021","Out",9,"Injured Reserve","None"
"Stephon Gilmore","Carolina Panthers","2021","Active",9,"Healthy","None"
"Zane Gonzalez","Carolina Panthers","2021","Active",9,"Healthy","None"
"Yetur Gross-Matos","Carolina Panthers","2021","Active",9,"Healthy","None"
"Myles Hartsfield","Carolina Panthers","2021","Active",9,"Healthy","None"
"C.J. Henderson","Carolina Panthers","2021","Active",9,"Healthy","None"
"Jaycee Horn","Carolina Panthers","2021","Out",9,"Injured Reserve","None"
"Phil Hoskins","Carolina Panthers","2021","Active",9,"Healthy","None"
"Donte Jackson","Carolina Panthers","2021","Active",9,"Healthy","None"
"Darryl Johnson","Carolina Panthers","2021","Out",9,"Injured Reserve","None"
"Michael Jordan","Carolina Panthers","2021","Active",9,"Healthy","None"
"Frankie Luvu","Carolina Panthers","2021","Active",9,"Healthy","None"
"Terrace Marshall Jr.","Carolina Panthers","2021","Active",9,"Healthy","None"
"Christian McCaffrey","Carolina Panthers","2021","Active",9,"Healthy","None"
"Rashaan Melvin","Carolina Panthers","2021","Active",9,"Healthy","None"
"John Miller","Carolina Panthers","2021","Out",9,"Injured Reserve","None"
"D.J. Moore","Carolina Panthers","2021","Active",9,"Healthy","None"
"Daviyon Nixon","Carolina Panthers","2021","Out",9,"Injured Reserve","None"
"Matt Paradis","Carolina Panthers","2021","Active",9,"Injured Reserve","None"
"Aaron Parker","Carolina Panthers","2021","Active",9,"Healthy","None"
"Troy Pride Jr.","Carolina Panthers","2021","Out",9,"Injured Reserve","None"
"Giovanni Ricci","Carolina Panthers","2021","Active",9,"Healthy","None"
"Shi Smith","Carolina Panthers","2021","Active",9,"Healthy","None"
"Stantley Thomas-Oliver","Carolina Panthers","2021","Out",9,"Questionable"," Toe"
"Shaq Thompson","Carolina Panthers","2021","Active",9,"Healthy","None"
"Brandon Zylstra","Carolina Panthers","2021","Out",9,"Injured Reserve","None"
"Chosen Anderson","Carolina Panthers","2021","Active",10,"Healthy","None"
"A.J. Bouye","Carolina Panthers","2021","Active",10,"Healthy","None"
"Deonte Brown","Carolina Panthers","2021","Out",10,"Injured Reserve","None"
"Derrick Brown","Carolina Panthers","2021","Active",10,"Healthy","None"
"Brian Burns","Carolina Panthers","2021","Active",10,"Questionable"," Foot"
"Juston Burris","Carolina Panthers","2021","Active",10,"Healthy","None"
"Jermaine Carter Jr.","Carolina Panthers","2021","Active",10,"Healthy","None"
"Sean Chandler","Carolina Panthers","2021","Active",10,"Healthy","None"
"Joseph Charlton","Carolina Panthers","2021","Active",10,"Healthy","None"
"Sam Darnold","Carolina Panthers","2021","Out",10,"Injured Reserve","None"
"Pat Elflein","Carolina Panthers","2021","Active",10,"Healthy","None"
"Alex Erickson","Carolina Panthers","2021","Active",10,"Healthy","None"
"Cameron Erving","Carolina Panthers","2021","Out",10,"Injured Reserve","None"
"Thomas Fletcher","Carolina Panthers","2021","Out",10,"Injured Reserve","None"
"Stephon Gilmore","Carolina Panthers","2021","Active",10,"Healthy","None"
"Zane Gonzalez","Carolina Panthers","2021","Active",10,"Healthy","None"
"Yetur Gross-Matos","Carolina Panthers","2021","Active",10,"Healthy","None"
"Myles Hartsfield","Carolina Panthers","2021","Active",10,"Healthy","None"
"C.J. Henderson","Carolina Panthers","2021","Active",10,"Healthy","None"
"Jaycee Horn","Carolina Panthers","2021","Out",10,"Injured Reserve","None"
"Phil Hoskins","Carolina Panthers","2021","Active",10,"Healthy","None"
"Donte Jackson","Carolina Panthers","2021","Active",10,"Healthy","None"
"Darryl Johnson","Carolina Panthers","2021","Out",10,"Injured Reserve","None"
"Michael Jordan","Carolina Panthers","2021","Active",10,"Healthy","None"
"Frankie Luvu","Carolina Panthers","2021","Active",10,"Questionable"," Knee"
"Terrace Marshall Jr.","Carolina Panthers","2021","Active",10,"Healthy","None"
"Christian McCaffrey","Carolina Panthers","2021","Active",10,"Healthy","None"
"Rashaan Melvin","Carolina Panthers","2021","Out",10,"Out"," Hand"
"John Miller","Carolina Panthers","2021","Out",10,"Injured Reserve","None"
"D.J. Moore","Carolina Panthers","2021","Active",10,"Healthy","None"
"Daviyon Nixon","Carolina Panthers","2021","Out",10,"Injured Reserve","None"
"Matt Paradis","Carolina Panthers","2021","Out",10,"Injured Reserve","None"
"Aaron Parker","Carolina Panthers","2021","Active",10,"Healthy","None"
"Troy Pride Jr.","Carolina Panthers","2021","Out",10,"Injured Reserve","None"
"Giovanni Ricci","Carolina Panthers","2021","Active",10,"Healthy","None"
"Shi Smith","Carolina Panthers","2021","Active",10,"Healthy","None"
"Stantley Thomas-Oliver","Carolina Panthers","2021","Out",10,"Out"," Toe"
"Shaq Thompson","Carolina Panthers","2021","Active",10,"Healthy","None"
"Brandon Zylstra","Carolina Panthers","2021","Active",10,"Injured Reserve","None"
"Chosen Anderson","Carolina Panthers","2021","Active",11,"Healthy","None"
"A.J. Bouye","Carolina Panthers","2021","Active",11,"Healthy","None"
"Deonte Brown","Carolina Panthers","2021","Active",11,"Healthy","None"
"Derrick Brown","Carolina Panthers","2021","Active",11,"Healthy","None"
"Brian Burns","Carolina Panthers","2021","Active",11,"Healthy","None"
"Juston Burris","Carolina Panthers","2021","Active",11,"Healthy","None"
"Jermaine Carter Jr.","Carolina Panthers","2021","Active",11,"Healthy","None"
"Sean Chandler","Carolina Panthers","2021","Active",11,"Healthy","None"
"Joseph Charlton","Carolina Panthers","2021","Active",11,"Healthy","None"
"Sam Darnold","Carolina Panthers","2021","Out",11,"Injured Reserve","None"
"Pat Elflein","Carolina Panthers","2021","Active",11,"Healthy","None"
"Alex Erickson","Carolina Panthers","2021","Active",11,"Healthy","None"
"Cameron Erving","Carolina Panthers","2021","Out",11,"Injured Reserve","None"
"Thomas Fletcher","Carolina Panthers","2021","Out",11,"Injured Reserve","None"
"Stephon Gilmore","Carolina Panthers","2021","Active",11,"Healthy","None"
"Zane Gonzalez","Carolina Panthers","2021","Active",11,"Healthy","None"
"Yetur Gross-Matos","Carolina Panthers","2021","Active",11,"Healthy","None"
"Myles Hartsfield","Carolina Panthers","2021","Active",11,"Healthy","None"
"C.J. Henderson","Carolina Panthers","2021","Active",11,"Healthy","None"
"Jaycee Horn","Carolina Panthers","2021","Out",11,"Injured Reserve","None"
"Phil Hoskins","Carolina Panthers","2021","Active",11,"Healthy","None"
"Donte Jackson","Carolina Panthers","2021","Active",11,"Healthy","None"
"Darryl Johnson","Carolina Panthers","2021","Out",11,"Injured Reserve","None"
"Michael Jordan","Carolina Panthers","2021","Active",11,"Healthy","None"
"Frankie Luvu","Carolina Panthers","2021","Active",11,"Healthy","None"
"Terrace Marshall Jr.","Carolina Panthers","2021","Active",11,"Healthy","None"
"Christian McCaffrey","Carolina Panthers","2021","Active",11,"Healthy","None"
"Rashaan Melvin","Carolina Panthers","2021","Active",11,"Healthy","None"
"John Miller","Carolina Panthers","2021","Active",11,"Injured Reserve","None"
"D.J. Moore","Carolina Panthers","2021","Active",11,"Healthy","None"
"Daviyon Nixon","Carolina Panthers","2021","Out",11,"Injured Reserve","None"
"Matt Paradis","Carolina Panthers","2021","Out",11,"Injured Reserve","None"
"Aaron Parker","Carolina Panthers","2021","Out",11,"Injured Reserve","None"
"Troy Pride Jr.","Carolina Panthers","2021","Out",11,"Injured Reserve","None"
"Giovanni Ricci","Carolina Panthers","2021","Active",11,"Healthy","None"
"Shi Smith","Carolina Panthers","2021","Active",11,"Healthy","None"
"Stantley Thomas-Oliver","Carolina Panthers","2021","Out",11,"Injured Reserve","None"
"Shaq Thompson","Carolina Panthers","2021","Active",11,"Healthy","None"
"Brandon Zylstra","Carolina Panthers","2021","Active",11,"Healthy","None"
"Chosen Anderson","Carolina Panthers","2021","Active",12,"Healthy","None"
"A.J. Bouye","Carolina Panthers","2021","Active",12,"Healthy","None"
"Deonte Brown","Carolina Panthers","2021","Active",12,"Healthy","None"
"Derrick Brown","Carolina Panthers","2021","Active",12,"Healthy","None"
"Brian Burns","Carolina Panthers","2021","Active",12,"Healthy","None"
"Juston Burris","Carolina Panthers","2021","Active",12,"Healthy","None"
"Jermaine Carter Jr.","Carolina Panthers","2021","Active",12,"Healthy","None"
"Sean Chandler","Carolina Panthers","2021","Active",12,"Healthy","None"
"Joseph Charlton","Carolina Panthers","2021","Active",12,"Healthy","None"
"Sam Darnold","Carolina Panthers","2021","Out",12,"Injured Reserve","None"
"Pat Elflein","Carolina Panthers","2021","Active",12,"Healthy","None"
"Alex Erickson","Carolina Panthers","2021","Active",12,"Healthy","None"
"Cameron Erving","Carolina Panthers","2021","Out",12,"Injured Reserve","None"
"Thomas Fletcher","Carolina Panthers","2021","Out",12,"Injured Reserve","None"
"Stephon Gilmore","Carolina Panthers","2021","Active",12,"Healthy","None"
"Zane Gonzalez","Carolina Panthers","2021","Active",12,"Healthy","None"
"Yetur Gross-Matos","Carolina Panthers","2021","Active",12,"Healthy","None"
"Myles Hartsfield","Carolina Panthers","2021","Active",12,"Healthy","None"
"C.J. Henderson","Carolina Panthers","2021","Active",12,"Healthy","None"
"Jaycee Horn","Carolina Panthers","2021","Out",12,"Injured Reserve","None"
"Phil Hoskins","Carolina Panthers","2021","Active",12,"Healthy","None"
"Donte Jackson","Carolina Panthers","2021","Active",12,"Healthy","None"
"Darryl Johnson","Carolina Panthers","2021","Active",12,"Healthy","None"
"Michael Jordan","Carolina Panthers","2021","Active",12,"Healthy","None"
"Frankie Luvu","Carolina Panthers","2021","Active",12,"Healthy","None"
"Terrace Marshall Jr.","Carolina Panthers","2021","Active",12,"Healthy","None"
"Christian McCaffrey","Carolina Panthers","2021","Active",12,"Healthy","None"
"Rashaan Melvin","Carolina Panthers","2021","Active",12,"Healthy","None"
"John Miller","Carolina Panthers","2021","Out",12,"Out"," Ankle"
"D.J. Moore","Carolina Panthers","2021","Active",12,"Healthy","None"
"Daviyon Nixon","Carolina Panthers","2021","Out",12,"Injured Reserve","None"
"Matt Paradis","Carolina Panthers","2021","Out",12,"Injured Reserve","None"
"Aaron Parker","Carolina Panthers","2021","Out",12,"Injured Reserve","None"
"Troy Pride Jr.","Carolina Panthers","2021","Out",12,"Injured Reserve","None"
"Giovanni Ricci","Carolina Panthers","2021","Active",12,"Healthy","None"
"Shi Smith","Carolina Panthers","2021","Active",12,"Healthy","None"
"Stantley Thomas-Oliver","Carolina Panthers","2021","Out",12,"Injured Reserve","None"
"Shaq Thompson","Carolina Panthers","2021","Active",12,"Healthy","None"
"Brandon Zylstra","Carolina Panthers","2021","Active",12,"Healthy","None"
"Chosen Anderson","Carolina Panthers","2021","Active",14,"Healthy","None"
"A.J. Bouye","Carolina Panthers","2021","Active",14,"Healthy","None"
"Deonte Brown","Carolina Panthers","2021","Active",14,"Healthy","None"
"Derrick Brown","Carolina Panthers","2021","Active",14,"Healthy","None"
"Brian Burns","Carolina Panthers","2021","Active",14,"Healthy","None"
"Juston Burris","Carolina Panthers","2021","Active",14,"Healthy","None"
"Jermaine Carter Jr.","Carolina Panthers","2021","Active",14,"Healthy","None"
"Sean Chandler","Carolina Panthers","2021","Active",14,"Healthy","None"
"Joseph Charlton","Carolina Panthers","2021","Active",14,"Healthy","None"
"Sam Darnold","Carolina Panthers","2021","Out",14,"Injured Reserve","None"
"Pat Elflein","Carolina Panthers","2021","Active",14,"Healthy","None"
"Alex Erickson","Carolina Panthers","2021","Active",14,"Healthy","None"
"Cameron Erving","Carolina Panthers","2021","Active",14,"Healthy","None"
"Thomas Fletcher","Carolina Panthers","2021","Out",14,"Injured Reserve","None"
"Stephon Gilmore","Carolina Panthers","2021","Active",14,"Healthy","None"
"Zane Gonzalez","Carolina Panthers","2021","Active",14,"Healthy","None"
"Yetur Gross-Matos","Carolina Panthers","2021","Active",14,"Healthy","None"
"Myles Hartsfield","Carolina Panthers","2021","Active",14,"Healthy","None"
"C.J. Henderson","Carolina Panthers","2021","Active",14,"Healthy","None"
"Jaycee Horn","Carolina Panthers","2021","Out",14,"Injured Reserve","None"
"Phil Hoskins","Carolina Panthers","2021","Active",14,"Healthy","None"
"Donte Jackson","Carolina Panthers","2021","Out",14,"Injured Reserve","None"
"Darryl Johnson","Carolina Panthers","2021","Active",14,"Healthy","None"
"Michael Jordan","Carolina Panthers","2021","Out",14,"Out"," Hamstring"
"Frankie Luvu","Carolina Panthers","2021","Active",14,"Healthy","None"
"Terrace Marshall Jr.","Carolina Panthers","2021","Active",14,"Healthy","None"
"Christian McCaffrey","Carolina Panthers","2021","Out",14,"Injured Reserve","None"
"Rashaan Melvin","Carolina Panthers","2021","Active",14,"Healthy","None"
"John Miller","Carolina Panthers","2021","Out",14,"Out"," Ankle"
"D.J. Moore","Carolina Panthers","2021","Active",14,"Healthy","None"
"Daviyon Nixon","Carolina Panthers","2021","Out",14,"Injured Reserve","None"
"Matt Paradis","Carolina Panthers","2021","Out",14,"Injured Reserve","None"
"Aaron Parker","Carolina Panthers","2021","Out",14,"Injured Reserve","None"
"Troy Pride Jr.","Carolina Panthers","2021","Out",14,"Injured Reserve","None"
"Giovanni Ricci","Carolina Panthers","2021","Active",14,"Healthy","None"
"Shi Smith","Carolina Panthers","2021","Active",14,"Healthy","None"
"Stantley Thomas-Oliver","Carolina Panthers","2021","Out",14,"Injured Reserve","None"
"Shaq Thompson","Carolina Panthers","2021","Active",14,"Healthy","None"
"Brandon Zylstra","Carolina Panthers","2021","Active",14,"Healthy","None"
"Chosen Anderson","Carolina Panthers","2021","Active",15,"Healthy","None"
"A.J. Bouye","Carolina Panthers","2021","Out",15,"Out"," Foot"
"Deonte Brown","Carolina Panthers","2021","Active",15,"Healthy","None"
"Derrick Brown","Carolina Panthers","2021","Active",15,"Healthy","None"
"Brian Burns","Carolina Panthers","2021","Active",15,"Healthy","None"
"Juston Burris","Carolina Panthers","2021","Active",15,"Healthy","None"
"Jermaine Carter Jr.","Carolina Panthers","2021","Active",15,"Healthy","None"
"Sean Chandler","Carolina Panthers","2021","Active",15,"Healthy","None"
"Joseph Charlton","Carolina Panthers","2021","Active",15,"Healthy","None"
"Sam Darnold","Carolina Panthers","2021","Out",15,"Injured Reserve","None"
"Pat Elflein","Carolina Panthers","2021","Active",15,"Healthy","None"
"Alex Erickson","Carolina Panthers","2021","Active",15,"Healthy","None"
"Cameron Erving","Carolina Panthers","2021","Active",15,"Healthy","None"
"Thomas Fletcher","Carolina Panthers","2021","Out",15,"Injured Reserve","None"
"Stephon Gilmore","Carolina Panthers","2021","Active",15,"Healthy","None"
"Zane Gonzalez","Carolina Panthers","2021","Active",15,"Healthy","None"
"Yetur Gross-Matos","Carolina Panthers","2021","Active",15,"Healthy","None"
"Myles Hartsfield","Carolina Panthers","2021","Active",15,"Healthy","None"
"C.J. Henderson","Carolina Panthers","2021","Active",15,"Healthy","None"
"Jaycee Horn","Carolina Panthers","2021","Out",15,"Injured Reserve","None"
"Phil Hoskins","Carolina Panthers","2021","Active",15,"Healthy","None"
"Donte Jackson","Carolina Panthers","2021","Out",15,"Injured Reserve","None"
"Darryl Johnson","Carolina Panthers","2021","Active",15,"Healthy","None"
"Michael Jordan","Carolina Panthers","2021","Active",15,"Questionable"," Hamstring"
"Frankie Luvu","Carolina Panthers","2021","Active",15,"Healthy","None"
"Terrace Marshall Jr.","Carolina Panthers","2021","Active",15,"Healthy","None"
"Christian McCaffrey","Carolina Panthers","2021","Out",15,"Injured Reserve","None"
"Rashaan Melvin","Carolina Panthers","2021","Active",15,"Healthy","None"
"John Miller","Carolina Panthers","2021","Active",15,"Questionable"," Ankle"
"D.J. Moore","Carolina Panthers","2021","Active",15,"Questionable"," Hamstring"
"Daviyon Nixon","Carolina Panthers","2021","Out",15,"Injured Reserve","None"
"Matt Paradis","Carolina Panthers","2021","Out",15,"Injured Reserve","None"
"Aaron Parker","Carolina Panthers","2021","Out",15,"Injured Reserve","None"
"Troy Pride Jr.","Carolina Panthers","2021","Out",15,"Injured Reserve","None"
"Giovanni Ricci","Carolina Panthers","2021","Active",15,"Healthy","None"
"Shi Smith","Carolina Panthers","2021","Active",15,"Healthy","None"
"Stantley Thomas-Oliver","Carolina Panthers","2021","Active",15,"Injured Reserve","None"
"Shaq Thompson","Carolina Panthers","2021","Active",15,"Healthy","None"
"Brandon Zylstra","Carolina Panthers","2021","Active",15,"Healthy","None"
"Chosen Anderson","Carolina Panthers","2021","Active",16,"Healthy","None"
"A.J. Bouye","Carolina Panthers","2021","Out",16,"Injured Reserve","None"
"Deonte Brown","Carolina Panthers","2021","Active",16,"Healthy","None"
"Derrick Brown","Carolina Panthers","2021","Active",16,"Healthy","None"
"Brian Burns","Carolina Panthers","2021","Active",16,"Healthy","None"
"Juston Burris","Carolina Panthers","2021","Active",16,"Healthy","None"
"Jermaine Carter Jr.","Carolina Panthers","2021","Active",16,"Healthy","None"
"Sean Chandler","Carolina Panthers","2021","Active",16,"Healthy","None"
"Joseph Charlton","Carolina Panthers","2021","Active",16,"Healthy","None"
"Sam Darnold","Carolina Panthers","2021","Active",16,"Healthy","None"
"Pat Elflein","Carolina Panthers","2021","Active",16,"Healthy","None"
"Alex Erickson","Carolina Panthers","2021","Active",16,"Healthy","None"
"Cameron Erving","Carolina Panthers","2021","Out",16,"Questionable"," Calf"
"Thomas Fletcher","Carolina Panthers","2021","Out",16,"Injured Reserve","None"
"Stephon Gilmore","Carolina Panthers","2021","Active",16,"Healthy","None"
"Zane Gonzalez","Carolina Panthers","2021","Out",16,"Injured Reserve","None"
"Yetur Gross-Matos","Carolina Panthers","2021","Active",16,"Healthy","None"
"Myles Hartsfield","Carolina Panthers","2021","Active",16,"Healthy","None"
"C.J. Henderson","Carolina Panthers","2021","Active",16,"Healthy","None"
"Jaycee Horn","Carolina Panthers","2021","Out",16,"Injured Reserve","None"
"Phil Hoskins","Carolina Panthers","2021","Out",16,"Questionable"," Back"
"Donte Jackson","Carolina Panthers","2021","Out",16,"Injured Reserve","None"
"Darryl Johnson","Carolina Panthers","2021","Active",16,"Healthy","None"
"Michael Jordan","Carolina Panthers","2021","Active",16,"Healthy","None"
"Frankie Luvu","Carolina Panthers","2021","Active",16,"Healthy","None"
"Terrace Marshall Jr.","Carolina Panthers","2021","Active",16,"Healthy","None"
"Christian McCaffrey","Carolina Panthers","2021","Out",16,"Injured Reserve","None"
"Rashaan Melvin","Carolina Panthers","2021","Active",16,"Healthy","None"
"John Miller","Carolina Panthers","2021","Active",16,"Healthy","None"
"D.J. Moore","Carolina Panthers","2021","Active",16,"Questionable"," Hamstring"
"Daviyon Nixon","Carolina Panthers","2021","Out",16,"Injured Reserve","None"
"Matt Paradis","Carolina Panthers","2021","Out",16,"Injured Reserve","None"
"Aaron Parker","Carolina Panthers","2021","Out",16,"Injured Reserve","None"
"Troy Pride Jr.","Carolina Panthers","2021","Out",16,"Injured Reserve","None"
"Giovanni Ricci","Carolina Panthers","2021","Active",16,"Healthy","None"
"Shi Smith","Carolina Panthers","2021","Active",16,"Healthy","None"
"Stantley Thomas-Oliver","Carolina Panthers","2021","Active",16,"Healthy","None"
"Shaq Thompson","Carolina Panthers","2021","Active",16,"Healthy","None"
"Brandon Zylstra","Carolina Panthers","2021","Active",16,"Healthy","None"
"Chosen Anderson","Carolina Panthers","2021","Active",17,"Healthy","None"
"A.J. Bouye","Carolina Panthers","2021","Out",17,"Injured Reserve","None"
"Deonte Brown","Carolina Panthers","2021","Active",17,"Healthy","None"
"Derrick Brown","Carolina Panthers","2021","Active",17,"Healthy","None"
"Brian Burns","Carolina Panthers","2021","Active",17,"Healthy","None"
"Juston Burris","Carolina Panthers","2021","Out",17,"Questionable"," Groin"
"Jermaine Carter Jr.","Carolina Panthers","2021","Active",17,"Questionable"," Groin"
"Sean Chandler","Carolina Panthers","2021","Out",17,"Doubtful"," Groin"
"Joseph Charlton","Carolina Panthers","2021","Active",17,"Healthy","None"
"Sam Darnold","Carolina Panthers","2021","Active",17,"Healthy","None"
"Pat Elflein","Carolina Panthers","2021","Active",17,"Healthy","None"
"Alex Erickson","Carolina Panthers","2021","Active",17,"Healthy","None"
"Cameron Erving","Carolina Panthers","2021","Out",17,"Doubtful"," Calf"
"Thomas Fletcher","Carolina Panthers","2021","Out",17,"Injured Reserve","None"
"Stephon Gilmore","Carolina Panthers","2021","Out",17,"Out"," Groin"
"Zane Gonzalez","Carolina Panthers","2021","Out",17,"Injured Reserve","None"
"Yetur Gross-Matos","Carolina Panthers","2021","Active",17,"Healthy","None"
"Myles Hartsfield","Carolina Panthers","2021","Active",17,"Healthy","None"
"C.J. Henderson","Carolina Panthers","2021","Out",17,"Questionable"," Shoulder"
"Jaycee Horn","Carolina Panthers","2021","Out",17,"Injured Reserve","None"
"Phil Hoskins","Carolina Panthers","2021","Active",17,"Healthy","None"
"Donte Jackson","Carolina Panthers","2021","Out",17,"Injured Reserve","None"
"Darryl Johnson","Carolina Panthers","2021","Active",17,"Healthy","None"
"Michael Jordan","Carolina Panthers","2021","Active",17,"Healthy","None"
"Frankie Luvu","Carolina Panthers","2021","Active",17,"Healthy","None"
"Terrace Marshall Jr.","Carolina Panthers","2021","Active",17,"Healthy","None"
"Christian McCaffrey","Carolina Panthers","2021","Out",17,"Injured Reserve","None"
"Rashaan Melvin","Carolina Panthers","2021","Active",17,"Healthy","None"
"John Miller","Carolina Panthers","2021","Active",17,"Healthy","None"
"D.J. Moore","Carolina Panthers","2021","Active",17,"Healthy","None"
"Daviyon Nixon","Carolina Panthers","2021","Out",17,"Injured Reserve","None"
"Matt Paradis","Carolina Panthers","2021","Out",17,"Injured Reserve","None"
"Aaron Parker","Carolina Panthers","2021","Out",17,"Injured Reserve","None"
"Troy Pride Jr.","Carolina Panthers","2021","Out",17,"Injured Reserve","None"
"Giovanni Ricci","Carolina Panthers","2021","Active",17,"Healthy","None"
"Shi Smith","Carolina Panthers","2021","Active",17,"Healthy","None"
"Stantley Thomas-Oliver","Carolina Panthers","2021","Active",17,"Healthy","None"
"Shaq Thompson","Carolina Panthers","2021","Active",17,"Healthy","None"
"Brandon Zylstra","Carolina Panthers","2021","Active",17,"Healthy","None"
"Chosen Anderson","Carolina Panthers","2021","Active",18,"Questionable"," Quad"
"A.J. Bouye","Carolina Panthers","2021","Out",18,"Injured Reserve","None"
"Deonte Brown","Carolina Panthers","2021","Active",18,"Healthy","None"
"Derrick Brown","Carolina Panthers","2021","Active",18,"Questionable"," Elbow"
"Brian Burns","Carolina Panthers","2021","Active",18,"Healthy","None"
"Juston Burris","Carolina Panthers","2021","Active",18,"Healthy","None"
"Jermaine Carter Jr.","Carolina Panthers","2021","Active",18,"Healthy","None"
"Sean Chandler","Carolina Panthers","2021","Out",18,"Doubtful"," Groin"
"Joseph Charlton","Carolina Panthers","2021","Active",18,"Healthy","None"
"Sam Darnold","Carolina Panthers","2021","Active",18,"Healthy","None"
"Pat Elflein","Carolina Panthers","2021","Active",18,"Healthy","None"
"Alex Erickson","Carolina Panthers","2021","Active",18,"Healthy","None"
"Cameron Erving","Carolina Panthers","2021","Out",18,"Injured Reserve","None"
"Thomas Fletcher","Carolina Panthers","2021","Out",18,"Injured Reserve","None"
"Stephon Gilmore","Carolina Panthers","2021","Active",18,"Healthy","None"
"Zane Gonzalez","Carolina Panthers","2021","Out",18,"Injured Reserve","None"
"Yetur Gross-Matos","Carolina Panthers","2021","Active",18,"Healthy","None"
"Myles Hartsfield","Carolina Panthers","2021","Active",18,"Healthy","None"
"C.J. Henderson","Carolina Panthers","2021","Active",18,"Healthy","None"
"Jaycee Horn","Carolina Panthers","2021","Active",18,"Healthy","None"
"Phil Hoskins","Carolina Panthers","2021","Active",18,"Healthy","None"
"Donte Jackson","Carolina Panthers","2021","Out",18,"Injured Reserve","None"
"Darryl Johnson","Carolina Panthers","2021","Active",18,"Healthy","None"
"Michael Jordan","Carolina Panthers","2021","Active",18,"Healthy","None"
"Frankie Luvu","Carolina Panthers","2021","Active",18,"Healthy","None"
"Terrace Marshall Jr.","Carolina Panthers","2021","Out",18,"Injured Reserve","None"
"Christian McCaffrey","Carolina Panthers","2021","Out",18,"Injured Reserve","None"
"Rashaan Melvin","Carolina Panthers","2021","Active",18,"Healthy","None"
"John Miller","Carolina Panthers","2021","Active",18,"Healthy","None"
"D.J. Moore","Carolina Panthers","2021","Active",18,"Healthy","None"
"Daviyon Nixon","Carolina Panthers","2021","Out",18,"Injured Reserve","None"
"Matt Paradis","Carolina Panthers","2021","Out",18,"Injured Reserve","None"
"Aaron Parker","Carolina Panthers","2021","Out",18,"Injured Reserve","None"
"Troy Pride Jr.","Carolina Panthers","2021","Out",18,"Injured Reserve","None"
"Giovanni Ricci","Carolina Panthers","2021","Active",18,"Healthy","None"
"Shi Smith","Carolina Panthers","2021","Active",18,"Healthy","None"
"Stantley Thomas-Oliver","Carolina Panthers","2021","Active",18,"Healthy","None"
