"Names","Team","Season","Active_Inactive","Week","Game_Designation","Injury_Type"
"Devin Bush Jr.","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Rico Bussey","Pittsburgh Steelers","2021","Out",8,"Injured Reserve","None"
"Demarcus Christmas","Pittsburgh Steelers","2021","Out",8,"Injured Reserve","None"
"Chase Claypool","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Rashaad Coward","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Carlos Davis","Pittsburgh Steelers","2021","Out",8,"Injured Reserve","None"
"Joshua Dobbs","Pittsburgh Steelers","2021","Out",8,"Injured Reserve","None"
"Kevin Dotson","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Eric Ebron","Pittsburgh Steelers","2021","Out",8,"Out"," Hamstring"
"B.J. Finney","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Pat Freiermuth","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Zach Gentry","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Kendrick Green","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Joe Haden","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Pressley Harvin III","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"J.C. Hassenauer","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Alex Highsmith","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Melvin Ingram","Pittsburgh Steelers","2021","Out",8,"Out"," Groin"
"Buddy Johnson","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Diontae Johnson","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Isaiahh Loudermilk","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Anthony McFarland Jr.","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Dan Moore","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Chukwuma Okorafor","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Kevin Rader","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"JuJu Smith-Schuster","Pittsburgh Steelers","2021","Out",8,"Injured Reserve","None"
"Robert Spillane","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Cameron Sutton","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Stephon Tuitt","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"James Washington","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"T.J. Watt","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Chris Wormley","Pittsburgh Steelers","2021","Active",8,"Healthy","None"
"Tyson Alualu","Pittsburgh Steelers","2021","Out",9,"Injured Reserve","None"
"Isaiah Buggs","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Devin Bush Jr.","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Rico Bussey","Pittsburgh Steelers","2021","Out",9,"Injured Reserve","None"
"Demarcus Christmas","Pittsburgh Steelers","2021","Out",9,"Injured Reserve","None"
"Chase Claypool","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Rashaad Coward","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Carlos Davis","Pittsburgh Steelers","2021","Out",9,"Injured Reserve","None"
"Joshua Dobbs","Pittsburgh Steelers","2021","Out",9,"Injured Reserve","None"
"Kevin Dotson","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Eric Ebron","Pittsburgh Steelers","2021","Out",9,"Out"," Hamstring"
"B.J. Finney","Pittsburgh Steelers","2021","Out",9,"Questionable"," Back"
"Pat Freiermuth","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Zach Gentry","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Kendrick Green","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Joe Haden","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Pressley Harvin III","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"J.C. Hassenauer","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Alex Highsmith","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Melvin Ingram","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Buddy Johnson","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Diontae Johnson","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Isaiahh Loudermilk","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Anthony McFarland Jr.","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Dan Moore","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Chukwuma Okorafor","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Kevin Rader","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"JuJu Smith-Schuster","Pittsburgh Steelers","2021","Out",9,"Injured Reserve","None"
"Robert Spillane","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Cameron Sutton","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Stephon Tuitt","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"James Washington","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"T.J. Watt","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Chris Wormley","Pittsburgh Steelers","2021","Active",9,"Healthy","None"
"Tyson Alualu","Pittsburgh Steelers","2021","Out",10,"Injured Reserve","None"
"Isaiah Buggs","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Devin Bush Jr.","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Rico Bussey","Pittsburgh Steelers","2021","Out",10,"Injured Reserve","None"
"Demarcus Christmas","Pittsburgh Steelers","2021","Out",10,"Injured Reserve","None"
"Chase Claypool","Pittsburgh Steelers","2021","Out",10,"Out"," Toe"
"Rashaad Coward","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Carlos Davis","Pittsburgh Steelers","2021","Out",10,"Injured Reserve","None"
"Joshua Dobbs","Pittsburgh Steelers","2021","Out",10,"Injured Reserve","None"
"Kevin Dotson","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Eric Ebron","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"B.J. Finney","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Pat Freiermuth","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Zach Gentry","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Kendrick Green","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Joe Haden","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Pressley Harvin III","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"J.C. Hassenauer","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Alex Highsmith","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Melvin Ingram","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Buddy Johnson","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Diontae Johnson","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Isaiahh Loudermilk","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Anthony McFarland Jr.","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Dan Moore","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Chukwuma Okorafor","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Kevin Rader","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"JuJu Smith-Schuster","Pittsburgh Steelers","2021","Out",10,"Injured Reserve","None"
"Robert Spillane","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Cameron Sutton","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Stephon Tuitt","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"James Washington","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"T.J. Watt","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Chris Wormley","Pittsburgh Steelers","2021","Active",10,"Healthy","None"
"Tyson Alualu","Pittsburgh Steelers","2021","Out",11,"Injured Reserve","None"
"Isaiah Buggs","Pittsburgh Steelers","2021","Active",11,"Healthy","None"
"Devin Bush Jr.","Pittsburgh Steelers","2021","Active",11,"Healthy","None"
"Rico Bussey","Pittsburgh Steelers","2021","Out",11,"Injured Reserve","None"
"Demarcus Christmas","Pittsburgh Steelers","2021","Out",11,"Injured Reserve","None"
"Chase Claypool","Pittsburgh Steelers","2021","Active",11,"Healthy","None"
"Rashaad Coward","Pittsburgh Steelers","2021","Active",11,"Healthy","None"
"Carlos Davis","Pittsburgh Steelers","2021","Out",11,"Injured Reserve","None"
"Joshua Dobbs","Pittsburgh Steelers","2021","Out",11,"Injured Reserve","None"
"Kevin Dotson","Pittsburgh Steelers","2021","Out",11,"Out"," Ankle"
"Eric Ebron","Pittsburgh Steelers","2021","Active",11,"Healthy","None"
"B.J. Finney","Pittsburgh Steelers","2021","Active",11,"Healthy","None"
"Pat Freiermuth","Pittsburgh Steelers","2021","Active",11,"Healthy","None"
"Zach Gentry","Pittsburgh Steelers","2021","Active",11,"Healthy","None"
"Kendrick Green","Pittsburgh Steelers","2021","Active",11,"Healthy","None"
"Joe Haden","Pittsburgh Steelers","2021","Out",11,"Out"," Foot"
"Pressley Harvin III","Pittsburgh Steelers","2021","Active",11,"Healthy","None"
"J.C. Hassenauer","Pittsburgh Steelers","2021","Active",11,"Healthy","None"
"Alex Highsmith","Pittsburgh Steelers","2021","Active",11,"Healthy","None"
"Melvin Ingram","Pittsburgh Steelers","2021","Active",11,"Healthy","None"
"Buddy Johnson","Pittsburgh Steelers","2021","Active",11,"Healthy","None"
